,ID,UPDATE,STATUS,MOTIVE,INTEREST_RATE,AMOUNT,PRODUCT_ID,CAT,TXN,CP,DELIVERY_SCORE,SALES_CHANNEL
5476,2209,2019-12-02,RISK,,0,0,6,0,0,0,Sin Puntuación,Operaciones
5477,2220,2020-02-12,RISK,,0,0,1,0,0,0,Sin Puntuación,Operaciones
5478,2250,2019-12-03,RISK,,0,0,3,0,0,0,Sin Puntuación,Servicio al cliente
5479,2253,2019-12-17,RISK,,0,0,1,0,0,0,Sin Puntuación,Servicio al cliente
5480,2264,2019-11-20,RISK,,0,0,10,0,0,0,Sin Puntuación,Marketing
5481,2292,2019-12-15,RISK,,0,0,5,0,0,0,Sin Puntuación,Operaciones
5482,2306,2019-11-24,RISK,,0,0,7,0,0,0,Sin Puntuación,Servicio al cliente
5483,2308,2019-11-20,RISK,,0,0,4,0,0,0,Sin Puntuación,Servicio al cliente
5484,2318,2019-11-28,RISK,,0,0,3,0,0,0,Sin Puntuación,Marketing
5485,2327,2019-11-22,RISK,,0,0,4,0,0,0,Sin Puntuación,Marketing
5486,2346,2019-11-28,RISK,,0,0,9,0,0,0,Sin Puntuación,Servicio al cliente
5487,2360,2019-11-27,RISK,,0,0,9,0,0,0,Sin Puntuación,Servicio al cliente
5488,2362,2019-11-24,RISK,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
5489,2367,2019-11-26,RISK,,0,0,3,0,0,0,Sin Puntuación,Servicio al cliente
5490,2375,2019-12-08,RISK,,0,0,10,0,0,0,Sin Puntuación,Operaciones
5491,2402,2019-11-20,RISK,,0,0,6,0,0,0,Sin Puntuación,Operaciones
5492,2407,2019-11-23,RISK,,0,0,2,0,0,0,Sin Puntuación,Servicio al cliente
5493,2427,2019-11-20,RISK,,0,0,6,0,0,0,Sin Puntuación,Marketing
5494,2430,2019-11-29,RISK,,0,0,2,0,0,0,Sin Puntuación,Servicio al cliente
5495,2432,2019-12-31,RISK,,0,0,8,0,0,0,Sin Puntuación,Operaciones
5496,2437,2019-11-25,RISK,,0,0,7,0,0,0,Sin Puntuación,Servicio al cliente
5497,2461,2019-12-20,RISK,,0,0,2,0,0,0,Sin Puntuación,Servicio al cliente
5498,2464,2020-01-03,RISK,,0,0,10,0,0,0,Sin Puntuación,Servicio al cliente
5499,2466,2019-11-22,RISK,,0,0,4,0,0,0,Sin Puntuación,Servicio al cliente
5500,2485,2019-12-07,RISK,,0,0,4,0,0,0,Sin Puntuación,Servicio al cliente
5501,2489,2019-12-22,RISK,,0,0,8,0,0,0,Sin Puntuación,Operaciones
5502,2493,2019-12-05,RISK,,0,0,4,0,0,0,Sin Puntuación,Operaciones
5503,2495,2020-02-25,RISK,,0,0,7,0,0,0,Sin Puntuación,Operaciones
5504,2497,2019-11-20,RISK,,0,0,7,0,0,0,Sin Puntuación,Servicio al cliente
5505,2503,2020-03-13,RISK,,0,0,3,0,0,0,Sin Puntuación,Servicio al cliente
5506,2507,2019-11-27,RISK,,0,0,2,0,0,0,Sin Puntuación,Marketing
5507,2509,2020-01-20,RISK,,0,0,7,0,0,0,Sin Puntuación,Servicio al cliente
5508,2512,2020-02-01,RISK,,0,0,2,0,0,0,Sin Puntuación,Servicio al cliente
5509,2514,2019-11-23,RISK,,0,0,5,0,0,0,Sin Puntuación,Marketing
5510,2519,2019-11-28,RISK,,0,0,6,0,0,0,Sin Puntuación,Marketing
5511,2542,2019-11-24,RISK,,0,0,5,0,0,0,Sin Puntuación,Marketing
5512,2548,2019-11-22,RISK,,0,0,5,0,0,0,Sin Puntuación,Marketing
5513,2557,2019-11-29,RISK,,0,0,4,0,0,0,Sin Puntuación,Servicio al cliente
5514,2562,2019-11-23,RISK,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
5515,2577,2020-07-10,RISK,,0,0,5,0,0,0,Sin Puntuación,Marketing
5516,2579,2020-02-25,RISK,,0,0,5,0,0,0,Sin Puntuación,Operaciones
5517,2582,2019-11-26,RISK,,0,0,7,0,0,0,Sin Puntuación,Marketing
5518,2584,2019-11-27,RISK,,0,0,10,0,0,0,Sin Puntuación,Marketing
5519,2587,2019-12-23,RISK,,0,0,6,0,0,0,Sin Puntuación,Marketing
5520,2589,2019-12-09,RISK,,0,0,3,0,0,0,Sin Puntuación,Operaciones
5521,2593,2019-11-26,RISK,,0,0,2,0,0,0,Sin Puntuación,Marketing
5522,2602,2020-01-01,RISK,,0,0,5,0,0,0,Sin Puntuación,Servicio al cliente
5523,2604,2019-12-06,RISK,,0,0,7,0,0,0,Sin Puntuación,Marketing
5524,2652,2019-11-22,RISK,,0,0,7,0,0,0,Sin Puntuación,Servicio al cliente
5525,2658,2019-11-22,RISK,,0,0,1,0,0,0,Sin Puntuación,Marketing
5526,2677,2019-11-20,RISK,,0,0,5,0,0,0,Sin Puntuación,Marketing
5527,2685,2019-11-26,RISK,,0,0,5,0,0,0,Sin Puntuación,Operaciones
5528,2693,2019-12-14,RISK,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
5529,2712,2019-11-30,RISK,,0,0,1,0,0,0,Sin Puntuación,Operaciones
5530,2714,2020-04-08,RISK,,0,0,6,0,0,0,Sin Puntuación,Operaciones
5531,2720,2019-12-05,RISK,,0,0,8,0,0,0,Sin Puntuación,Marketing
5532,2725,2019-11-29,RISK,,0,0,1,0,0,0,Sin Puntuación,Marketing
5533,2731,2019-11-27,RISK,,0,0,10,0,0,0,Sin Puntuación,Servicio al cliente
5534,2734,2019-12-07,RISK,,0,0,10,0,0,0,Sin Puntuación,Operaciones
5535,2740,2019-11-24,RISK,,0,0,2,0,0,0,Sin Puntuación,Servicio al cliente
5536,2754,2020-01-23,RISK,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
5537,2757,2019-11-20,RISK,,0,0,10,0,0,0,Sin Puntuación,Servicio al cliente
5538,2765,2019-11-20,RISK,,0,0,4,0,0,0,Sin Puntuación,Marketing
5539,2769,2020-01-23,RISK,,0,0,1,0,0,0,Sin Puntuación,Marketing
5540,2775,2019-11-26,RISK,,0,0,2,0,0,0,Sin Puntuación,Servicio al cliente
5541,2794,2019-12-09,RISK,,0,0,7,0,0,0,Sin Puntuación,Marketing
5542,2807,2019-12-29,RISK,,0,0,5,0,0,0,Sin Puntuación,Marketing
5543,2825,2019-11-27,RISK,,0,0,9,0,0,0,Sin Puntuación,Marketing
5544,2826,2019-11-25,RISK,,0,0,8,0,0,0,Sin Puntuación,Marketing
5545,2833,2020-02-28,RISK,,0,0,4,0,0,0,Sin Puntuación,Operaciones
5546,2852,2020-01-11,RISK,,0,0,3,0,0,0,Sin Puntuación,Operaciones
5547,2854,2019-11-25,RISK,,0,0,1,0,0,0,Sin Puntuación,Operaciones
5548,2859,2020-01-07,RISK,,0,0,7,0,0,0,Sin Puntuación,Marketing
5549,2861,2019-12-10,RISK,,0,0,8,0,0,0,Sin Puntuación,Operaciones
5550,2865,2020-02-07,RISK,,0,0,8,0,0,0,Sin Puntuación,Marketing
5551,2867,2019-11-28,RISK,,0,0,5,0,0,0,Sin Puntuación,Servicio al cliente
5552,2869,2019-11-22,RISK,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
5553,2870,2019-11-24,RISK,,0,0,7,0,0,0,Sin Puntuación,Servicio al cliente
5554,2871,2019-12-05,RISK,,0,0,5,0,0,0,Sin Puntuación,Servicio al cliente
5555,2875,2019-11-23,RISK,,0,0,6,0,0,0,Sin Puntuación,Marketing
5556,2878,2019-11-20,RISK,,0,0,3,0,0,0,Sin Puntuación,Servicio al cliente
5557,2881,2019-12-05,RISK,,0,0,3,0,0,0,Sin Puntuación,Operaciones
5558,2892,2019-11-24,RISK,,0,0,4,0,0,0,Sin Puntuación,Operaciones
5559,2897,2019-12-29,RISK,,0,0,5,0,0,0,Sin Puntuación,Operaciones
5560,2913,2019-12-06,RISK,,0,0,8,0,0,0,Sin Puntuación,Marketing
5561,2914,2019-12-12,RISK,,0,0,3,0,0,0,Sin Puntuación,Marketing
5562,2926,2019-12-01,RISK,,0,0,3,0,0,0,Sin Puntuación,Operaciones
5563,2930,2019-12-24,RISK,,0,0,3,0,0,0,Sin Puntuación,Servicio al cliente
5564,2932,2019-11-28,RISK,,0,0,5,0,0,0,Sin Puntuación,Servicio al cliente
5565,2939,2019-11-28,RISK,,0,0,9,0,0,0,Sin Puntuación,Marketing
5566,2940,2019-11-22,RISK,,0,0,10,0,0,0,Sin Puntuación,Marketing
5567,2943,2019-12-01,RISK,,0,0,10,0,0,0,Sin Puntuación,Operaciones
5568,2944,2019-12-03,RISK,,0,0,4,0,0,0,Sin Puntuación,Operaciones
5569,2947,2019-11-20,RISK,,0,0,7,0,0,0,Sin Puntuación,Marketing
5570,2948,2019-12-09,RISK,,0,0,8,0,0,0,Sin Puntuación,Marketing
5571,2950,2021-02-21,RISK,,0,0,9,0,0,0,Sin Puntuación,Marketing
5572,2954,2019-11-29,RISK,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
5573,2962,2020-07-18,RISK,,0,0,8,0,0,0,Sin Puntuación,Operaciones
5574,2968,2019-11-30,RISK,,0,0,7,0,0,0,Sin Puntuación,Operaciones
5575,2999,2019-11-24,RISK,,0,0,1,0,0,0,Sin Puntuación,Operaciones
5576,3000,2019-12-02,RISK,,0,0,4,0,0,0,Sin Puntuación,Operaciones
5577,3005,2020-01-17,RISK,,0,0,5,0,0,0,Sin Puntuación,Operaciones
5578,3013,2019-11-27,RISK,,0,0,10,0,0,0,Sin Puntuación,Servicio al cliente
5579,3017,2019-12-05,RISK,,0,0,9,0,0,0,Sin Puntuación,Servicio al cliente
5580,3019,2019-11-28,RISK,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
5581,3020,2019-11-22,RISK,,0,0,8,0,0,0,Sin Puntuación,Marketing
5582,3027,2019-11-30,RISK,,0,0,4,0,0,0,Sin Puntuación,Operaciones
5583,3032,2019-11-20,RISK,,0,0,4,0,0,0,Sin Puntuación,Operaciones
5584,3038,2019-11-28,RISK,,0,0,2,0,0,0,Sin Puntuación,Servicio al cliente
5585,3042,2019-12-01,RISK,,0,0,6,0,0,0,Sin Puntuación,Marketing
5586,3067,2020-04-11,RISK,,0,0,8,0,0,0,Sin Puntuación,Marketing
5587,3069,2019-12-11,RISK,,0,0,9,0,0,0,Sin Puntuación,Marketing
5588,3092,2020-01-19,RISK,,0,0,2,0,0,0,Sin Puntuación,Marketing
5589,3100,2019-12-12,RISK,,0,0,9,0,0,0,Sin Puntuación,Operaciones
5590,3101,2020-01-29,RISK,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
5591,3114,2019-12-15,RISK,,0,0,1,0,0,0,Sin Puntuación,Marketing
5592,3119,2021-07-04,RISK,,0,0,7,0,0,0,Sin Puntuación,Operaciones
5593,3126,2020-02-12,RISK,,0,0,4,0,0,0,Sin Puntuación,Marketing
5594,3130,2019-12-09,RISK,,0,0,3,0,0,0,Sin Puntuación,Operaciones
5595,3135,2019-11-27,RISK,,0,0,1,0,0,0,Sin Puntuación,Marketing
5596,3156,2019-11-22,RISK,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
5597,3160,2020-03-14,RISK,,0,0,8,0,0,0,Sin Puntuación,Marketing
5598,3178,2019-12-07,RISK,,0,0,8,0,0,0,Sin Puntuación,Operaciones
5599,3181,2020-01-08,RISK,,0,0,5,0,0,0,Sin Puntuación,Servicio al cliente
5600,3183,2019-11-28,RISK,,0,0,10,0,0,0,Sin Puntuación,Marketing
5601,3191,2019-12-04,RISK,,0,0,7,0,0,0,Sin Puntuación,Marketing
5602,3193,2019-12-14,RISK,,0,0,10,0,0,0,Sin Puntuación,Marketing
5603,3194,2019-12-20,RISK,,0,0,10,0,0,0,Sin Puntuación,Operaciones
5604,3195,2019-12-03,RISK,,0,0,8,0,0,0,Sin Puntuación,Operaciones
5605,3198,2020-03-03,RISK,,0,0,8,0,0,0,Sin Puntuación,Operaciones
5606,3208,2019-11-29,RISK,,0,0,7,0,0,0,Sin Puntuación,Operaciones
5607,3219,2019-11-27,RISK,,0,0,9,0,0,0,Sin Puntuación,Marketing
5608,3223,2019-11-20,RISK,,0,0,3,0,0,0,Sin Puntuación,Marketing
5609,3237,2020-03-06,RISK,,0,0,5,0,0,0,Sin Puntuación,Servicio al cliente
5610,3243,2020-01-16,RISK,,0,0,10,0,0,0,Sin Puntuación,Operaciones
5611,3244,2019-12-13,RISK,,0,0,5,0,0,0,Sin Puntuación,Marketing
5612,3260,2019-11-20,RISK,,0,0,2,0,0,0,Sin Puntuación,Marketing
5613,3273,2019-12-23,RISK,,0,0,5,0,0,0,Sin Puntuación,Servicio al cliente
5614,3277,2019-12-16,RISK,,0,0,5,0,0,0,Sin Puntuación,Servicio al cliente
5615,3279,2019-11-24,RISK,,0,0,2,0,0,0,Sin Puntuación,Servicio al cliente
5616,3282,2021-06-01,RISK,,0,0,8,0,0,0,Sin Puntuación,Marketing
5617,3293,2019-11-28,RISK,,0,0,3,0,0,0,Sin Puntuación,Marketing
5618,3294,2019-11-30,RISK,,0,0,1,0,0,0,Sin Puntuación,Operaciones
5619,3295,2019-11-23,RISK,,0,0,2,0,0,0,Sin Puntuación,Operaciones
5620,3297,2019-11-20,RISK,,0,0,5,0,0,0,Sin Puntuación,Operaciones
5621,3303,2019-11-30,RISK,,0,0,4,0,0,0,Sin Puntuación,Servicio al cliente
5622,3309,2020-01-07,RISK,,0,0,1,0,0,0,Sin Puntuación,Operaciones
5623,3326,2019-11-29,RISK,,0,0,7,0,0,0,Sin Puntuación,Servicio al cliente
5624,3337,2019-12-21,RISK,,0,0,3,0,0,0,Sin Puntuación,Marketing
5625,3338,2019-12-28,RISK,,0,0,2,0,0,0,Sin Puntuación,Operaciones
5626,3344,2019-11-23,RISK,,0,0,8,0,0,0,Sin Puntuación,Marketing
5627,3367,2019-11-26,RISK,,0,0,10,0,0,0,Sin Puntuación,Marketing
5628,3387,2019-12-14,RISK,,0,0,8,0,0,0,Sin Puntuación,Operaciones
5629,3391,2020-01-01,RISK,,0,0,4,0,0,0,Sin Puntuación,Marketing
5630,3396,2019-11-27,RISK,,0,0,4,0,0,0,Sin Puntuación,Operaciones
5631,3402,2019-11-20,RISK,,0,0,10,0,0,0,Sin Puntuación,Servicio al cliente
5632,3405,2019-11-23,RISK,,0,0,9,0,0,0,Sin Puntuación,Marketing
5633,3407,2019-11-26,RISK,,0,0,10,0,0,0,Sin Puntuación,Servicio al cliente
5634,3427,2019-12-17,RISK,,0,0,1,0,0,0,Sin Puntuación,Servicio al cliente
5635,3450,2019-11-23,RISK,,0,0,7,0,0,0,Sin Puntuación,Operaciones
5636,3468,2019-12-16,RISK,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
5637,3475,2020-03-27,RISK,,0,0,10,0,0,0,Sin Puntuación,Servicio al cliente
5638,3477,2019-11-22,RISK,,0,0,10,0,0,0,Sin Puntuación,Marketing
5639,3483,2019-12-15,RISK,,0,0,4,0,0,0,Sin Puntuación,Servicio al cliente
5640,3506,2019-12-02,RISK,,0,0,5,0,0,0,Sin Puntuación,Marketing
5641,3510,2019-11-22,RISK,,0,0,1,0,0,0,Sin Puntuación,Operaciones
5642,3515,2019-11-20,RISK,,0,0,7,0,0,0,Sin Puntuación,Marketing
5643,3528,2020-02-06,RISK,,0,0,1,0,0,0,Sin Puntuación,Servicio al cliente
5644,3529,2019-11-20,RISK,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
5645,3541,2019-11-24,RISK,,0,0,1,0,0,0,Sin Puntuación,Operaciones
5646,3551,2019-11-20,RISK,,0,0,5,0,0,0,Sin Puntuación,Servicio al cliente
5647,3553,2019-12-03,RISK,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
5648,3557,2020-05-13,RISK,,0,0,9,0,0,0,Sin Puntuación,Servicio al cliente
5649,3562,2019-12-05,RISK,,0,0,9,0,0,0,Sin Puntuación,Operaciones
5650,3581,2019-11-25,RISK,,0,0,10,0,0,0,Sin Puntuación,Marketing
5651,3594,2020-02-20,RISK,,0,0,3,0,0,0,Sin Puntuación,Servicio al cliente
5652,3600,2019-12-03,RISK,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
5653,3602,2019-11-24,RISK,,0,0,10,0,0,0,Sin Puntuación,Operaciones
5654,3609,2020-01-05,RISK,,0,0,3,0,0,0,Sin Puntuación,Operaciones
5655,3611,2019-11-24,RISK,,0,0,4,0,0,0,Sin Puntuación,Servicio al cliente
5656,3612,2019-12-29,RISK,,0,0,7,0,0,0,Sin Puntuación,Servicio al cliente
5657,3616,2019-12-02,RISK,,0,0,6,0,0,0,Sin Puntuación,Operaciones
5658,3618,2019-12-04,RISK,,0,0,9,0,0,0,Sin Puntuación,Marketing
5659,3622,2019-11-24,RISK,,0,0,9,0,0,0,Sin Puntuación,Servicio al cliente
5660,3623,2019-12-11,RISK,,0,0,9,0,0,0,Sin Puntuación,Operaciones
5661,3633,2019-12-06,RISK,,0,0,8,0,0,0,Sin Puntuación,Operaciones
5662,3636,2019-12-12,RISK,,0,0,2,0,0,0,Sin Puntuación,Operaciones
5663,3643,2019-11-20,RISK,,0,0,4,0,0,0,Sin Puntuación,Marketing
5664,3659,2019-11-28,RISK,,0,0,6,0,0,0,Sin Puntuación,Operaciones
5665,3666,2019-11-29,RISK,,0,0,10,0,0,0,Sin Puntuación,Operaciones
5666,3668,2019-11-27,RISK,,0,0,2,0,0,0,Sin Puntuación,Operaciones
5667,3669,2020-01-07,RISK,,0,0,2,0,0,0,Sin Puntuación,Operaciones
5668,3671,2019-12-27,RISK,,0,0,1,0,0,0,Sin Puntuación,Marketing
5669,3700,2019-11-27,RISK,,0,0,1,0,0,0,Sin Puntuación,Marketing
5670,3705,2019-12-01,RISK,,0,0,3,0,0,0,Sin Puntuación,Marketing
5671,3707,2019-11-22,RISK,,0,0,2,0,0,0,Sin Puntuación,Servicio al cliente
5672,3708,2019-11-28,RISK,,0,0,3,0,0,0,Sin Puntuación,Servicio al cliente
5673,3710,2019-11-22,RISK,,0,0,2,0,0,0,Sin Puntuación,Operaciones
5674,3713,2019-12-01,RISK,,0,0,5,0,0,0,Sin Puntuación,Servicio al cliente
5675,3714,2020-01-01,RISK,,0,0,4,0,0,0,Sin Puntuación,Marketing
5676,3718,2019-11-27,RISK,,0,0,4,0,0,0,Sin Puntuación,Marketing
5677,3720,2020-01-29,RISK,,0,0,4,0,0,0,Sin Puntuación,Servicio al cliente
5678,3726,2019-12-19,RISK,,0,0,5,0,0,0,Sin Puntuación,Servicio al cliente
5679,3735,2019-11-27,RISK,,0,0,1,0,0,0,Sin Puntuación,Marketing
5680,3768,2019-12-07,RISK,,0,0,1,0,0,0,Sin Puntuación,Marketing
5681,3773,2021-11-17,RISK,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
5682,3775,2019-11-22,RISK,,0,0,3,0,0,0,Sin Puntuación,Operaciones
5683,3790,2020-01-20,RISK,,0,0,1,0,0,0,Sin Puntuación,Servicio al cliente
5684,3794,2019-11-25,RISK,,0,0,1,0,0,0,Sin Puntuación,Servicio al cliente
5685,3805,2019-12-19,RISK,,0,0,10,0,0,0,Sin Puntuación,Servicio al cliente
5686,3823,2019-11-22,RISK,,0,0,6,0,0,0,Sin Puntuación,Operaciones
5687,3825,2019-11-25,RISK,,0,0,2,0,0,0,Sin Puntuación,Marketing
5688,3828,2019-11-29,RISK,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
5689,3844,2019-11-23,RISK,,0,0,8,0,0,0,Sin Puntuación,Marketing
5690,3850,2019-11-25,RISK,,0,0,10,0,0,0,Sin Puntuación,Servicio al cliente
5691,3858,2019-11-25,RISK,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
5692,3859,2019-11-24,RISK,,0,0,2,0,0,0,Sin Puntuación,Operaciones
5693,3871,2019-11-27,RISK,,0,0,4,0,0,0,Sin Puntuación,Operaciones
5694,3880,2019-11-29,RISK,,0,0,4,0,0,0,Sin Puntuación,Marketing
5695,3884,2020-02-28,RISK,,0,0,10,0,0,0,Sin Puntuación,Operaciones
5696,3887,2019-11-22,RISK,,0,0,7,0,0,0,Sin Puntuación,Servicio al cliente
5697,3912,2019-12-31,RISK,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
5698,3921,2020-02-06,RISK,,0,0,4,0,0,0,Sin Puntuación,Servicio al cliente
5699,3924,2019-11-22,RISK,,0,0,4,0,0,0,Sin Puntuación,Marketing
5700,3926,2019-11-24,RISK,,0,0,1,0,0,0,Sin Puntuación,Marketing
5701,3931,2019-11-22,RISK,,0,0,1,0,0,0,Sin Puntuación,Operaciones
5702,3933,2019-11-22,RISK,,0,0,10,0,0,0,Sin Puntuación,Operaciones
5703,3937,2019-11-20,RISK,,0,0,5,0,0,0,Sin Puntuación,Servicio al cliente
5704,3970,2019-11-26,RISK,,0,0,7,0,0,0,Sin Puntuación,Operaciones
5705,3976,2019-11-20,RISK,,0,0,10,0,0,0,Sin Puntuación,Operaciones
5706,3982,2019-12-20,RISK,,0,0,2,0,0,0,Sin Puntuación,Servicio al cliente
5707,3987,2020-04-24,RISK,,0,0,9,0,0,0,Sin Puntuación,Operaciones
5708,3992,2019-12-17,RISK,,0,0,10,0,0,0,Sin Puntuación,Servicio al cliente
5709,4000,2019-12-19,RISK,,0,0,6,0,0,0,Sin Puntuación,Operaciones
5710,4039,2019-11-22,RISK,,0,0,4,0,0,0,Sin Puntuación,Servicio al cliente
5711,4040,2019-12-07,RISK,,0,0,7,0,0,0,Sin Puntuación,Servicio al cliente
5712,4041,2019-11-29,RISK,,0,0,6,0,0,0,Sin Puntuación,Operaciones
5713,4044,2019-12-02,RISK,,0,0,2,0,0,0,Sin Puntuación,Operaciones
5714,4049,2020-01-08,RISK,,0,0,2,0,0,0,Sin Puntuación,Marketing
5715,4062,2019-12-03,RISK,,0,0,5,0,0,0,Sin Puntuación,Operaciones
5716,4065,2019-12-20,RISK,,0,0,9,0,0,0,Sin Puntuación,Operaciones
5717,4098,2019-12-14,RISK,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
5718,4103,2019-12-28,RISK,,0,0,2,0,0,0,Sin Puntuación,Operaciones
5719,4108,2019-12-09,RISK,,0,0,10,0,0,0,Sin Puntuación,Servicio al cliente
5720,4116,2019-11-20,RISK,,0,0,9,0,0,0,Sin Puntuación,Marketing
5721,4128,2019-11-28,RISK,,0,0,8,0,0,0,Sin Puntuación,Operaciones
5722,4134,2020-01-30,RISK,,0,0,9,0,0,0,Sin Puntuación,Operaciones
5723,4136,2019-11-23,RISK,,0,0,3,0,0,0,Sin Puntuación,Servicio al cliente
5724,4140,2019-12-05,RISK,,0,0,6,0,0,0,Sin Puntuación,Operaciones
5725,4141,2019-11-24,RISK,,0,0,4,0,0,0,Sin Puntuación,Marketing
5726,4144,2019-12-04,RISK,,0,0,9,0,0,0,Sin Puntuación,Marketing
5727,4145,2019-12-10,RISK,,0,0,6,0,0,0,Sin Puntuación,Marketing
5728,4189,2020-01-06,RISK,,0,0,5,0,0,0,Sin Puntuación,Operaciones
5729,4190,2020-03-09,RISK,,0,0,3,0,0,0,Sin Puntuación,Marketing
5730,4200,2019-11-30,RISK,,0,0,1,0,0,0,Sin Puntuación,Marketing
5731,4202,2019-11-27,RISK,,0,0,8,0,0,0,Sin Puntuación,Operaciones
5732,4203,2019-11-26,RISK,,0,0,10,0,0,0,Sin Puntuación,Marketing
5733,4207,2019-11-23,RISK,,0,0,6,0,0,0,Sin Puntuación,Marketing
5734,4209,2020-02-15,RISK,,0,0,6,0,0,0,Sin Puntuación,Marketing
5735,4225,2019-11-27,RISK,,0,0,3,0,0,0,Sin Puntuación,Servicio al cliente
5736,4244,2020-10-07,RISK,,0,0,1,0,0,0,Sin Puntuación,Operaciones
5737,4247,2019-12-20,RISK,,0,0,6,0,0,0,Sin Puntuación,Marketing
5738,4254,2020-04-08,RISK,,0,0,7,0,0,0,Sin Puntuación,Operaciones
5739,4265,2019-11-22,RISK,,0,0,10,0,0,0,Sin Puntuación,Marketing
5740,4267,2019-11-25,RISK,,0,0,10,0,0,0,Sin Puntuación,Marketing
5741,4281,2019-11-29,RISK,,0,0,7,0,0,0,Sin Puntuación,Operaciones
5742,4282,2019-11-30,RISK,,0,0,9,0,0,0,Sin Puntuación,Servicio al cliente
5743,4288,2019-12-08,RISK,,0,0,9,0,0,0,Sin Puntuación,Marketing
5744,4292,2019-11-20,RISK,,0,0,5,0,0,0,Sin Puntuación,Servicio al cliente
5745,4298,2020-09-02,RISK,,0,0,7,0,0,0,Sin Puntuación,Operaciones
5746,4299,2019-11-23,RISK,,0,0,3,0,0,0,Sin Puntuación,Operaciones
5747,4322,2019-11-20,RISK,,0,0,4,0,0,0,Sin Puntuación,Operaciones
5748,4345,2019-11-20,RISK,,0,0,3,0,0,0,Sin Puntuación,Servicio al cliente
5749,4352,2019-11-20,RISK,,0,0,4,0,0,0,Sin Puntuación,Operaciones
5750,4387,2019-11-27,RISK,,0,0,5,0,0,0,Sin Puntuación,Servicio al cliente
5751,4396,2019-11-22,RISK,,0,0,3,0,0,0,Sin Puntuación,Servicio al cliente
5752,4399,2019-11-27,RISK,,0,0,1,0,0,0,Sin Puntuación,Marketing
5753,4402,2019-12-01,RISK,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
5754,4411,2020-01-22,RISK,,0,0,1,0,0,0,Sin Puntuación,Servicio al cliente
5755,4432,2019-11-23,RISK,,0,0,8,0,0,0,Sin Puntuación,Operaciones
5756,4439,2019-11-23,RISK,,0,0,10,0,0,0,Sin Puntuación,Marketing
5757,4474,2019-12-02,RISK,,0,0,1,0,0,0,Sin Puntuación,Marketing
5758,4481,2019-11-30,RISK,,0,0,5,0,0,0,Sin Puntuación,Operaciones
5759,4489,2020-01-19,RISK,,0,0,10,0,0,0,Sin Puntuación,Servicio al cliente
5760,4498,2019-12-01,RISK,,0,0,3,0,0,0,Sin Puntuación,Marketing
5761,4512,2019-11-24,RISK,,0,0,1,0,0,0,Sin Puntuación,Servicio al cliente
5762,4519,2019-11-23,RISK,,0,0,7,0,0,0,Sin Puntuación,Servicio al cliente
5763,4529,2020-02-25,RISK,,0,0,10,0,0,0,Sin Puntuación,Servicio al cliente
5764,4536,2019-11-20,RISK,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
5765,4541,2020-01-19,RISK,,0,0,7,0,0,0,Sin Puntuación,Marketing
5766,4554,2019-11-26,RISK,,0,0,8,0,0,0,Sin Puntuación,Operaciones
5767,4577,2020-01-17,RISK,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
5768,4579,2019-11-22,RISK,,0,0,5,0,0,0,Sin Puntuación,Operaciones
5769,4610,2019-12-02,RISK,,0,0,7,0,0,0,Sin Puntuación,Marketing
5770,4665,2019-12-03,RISK,,0,0,8,0,0,0,Sin Puntuación,Operaciones
5771,4674,2022-05-20,RISK,,0,0,8,0,0,0,Sin Puntuación,Marketing
5772,4694,2019-11-30,RISK,,0,0,7,0,0,0,Sin Puntuación,Operaciones
5773,4716,2019-11-24,RISK,,0,0,8,0,0,0,Sin Puntuación,Marketing
5774,4726,2019-11-20,RISK,,0,0,7,0,0,0,Sin Puntuación,Marketing
5775,4744,2020-02-03,RISK,,0,0,4,0,0,0,Sin Puntuación,Servicio al cliente
5776,4745,2019-12-22,RISK,,0,0,2,0,0,0,Sin Puntuación,Servicio al cliente
5777,4747,2019-11-27,RISK,,0,0,2,0,0,0,Sin Puntuación,Marketing
5778,4760,2020-01-18,RISK,,0,0,2,0,0,0,Sin Puntuación,Servicio al cliente
5779,4770,2020-01-29,RISK,,0,0,3,0,0,0,Sin Puntuación,Servicio al cliente
